""	"bwnet_20$colors"
"Zm00001eb061640"	"salmon"
"Zm00001eb121640"	"turquoise"
"Zm00001eb329870"	"turquoise"
"Zm00001eb085540"	"orange"
"Zm00001eb242410"	"yellow"
"Zm00001eb120810"	"black"
"Zm00001eb200940"	"mediumpurple3"
"Zm00001eb373700"	"blue"
"Zm00001eb188390"	"yellow"
"Zm00001eb173640"	"yellow"
"Zm00001eb207770"	"red"
"Zm00001eb287870"	"salmon"
"Zm00001eb050850"	"purple"
"Zm00001eb289160"	"brown"
"Zm00001eb152670"	"purple"
"Zm00001eb313460"	"greenyellow"
"Zm00001eb266060"	"brown"
"Zm00001eb150160"	"green"
"Zm00001eb108840"	"turquoise"
"Zm00001eb297510"	"greenyellow"
"Zm00001eb309730"	"yellow"
"Zm00001eb349540"	"pink"
"Zm00001eb410840"	"magenta"
"Zm00001eb383810"	"darkolivegreen"
"Zm00001eb006660"	"turquoise"
"Zm00001eb112020"	"black"
"Zm00001eb285910"	"tan"
"Zm00001eb030250"	"black"
"Zm00001eb049300"	"darkorange"
"Zm00001eb079290"	"blue"
"Zm00001eb301470"	"blue"
"Zm00001eb378900"	"blue"
"Zm00001eb054370"	"salmon"
"Zm00001eb106140"	"tan"
"Zm00001eb254280"	"blue"
"Zm00001eb196940"	"yellow"
"Zm00001eb215320"	"tan"
"Zm00001eb342080"	"greenyellow"
"Zm00001eb049840"	"darkgreen"
"Zm00001eb174130"	"magenta"
"Zm00001eb015550"	"purple"
"Zm00001eb045930"	"salmon"
"Zm00001eb189400"	"turquoise"
"Zm00001eb286430"	"darkred"
"Zm00001eb354540"	"yellow"
"Zm00001eb402330"	"magenta"
"Zm00001eb395380"	"brown"
"Zm00001eb234310"	"yellowgreen"
"Zm00001eb238340"	"pink"
"Zm00001eb031170"	"violet"
"Zm00001eb421020"	"pink"
"Zm00001eb397090"	"turquoise"
"Zm00001eb026580"	"black"
"Zm00001eb391240"	"green"
"Zm00001eb022380"	"grey60"
"Zm00001eb246420"	"pink"
"Zm00001eb200180"	"red"
"Zm00001eb357040"	"orange"
"Zm00001eb320470"	"black"
"Zm00001eb227160"	"black"
"Zm00001eb331950"	"brown"
"Zm00001eb147330"	"green"
"Zm00001eb241230"	"tan"
"Zm00001eb047760"	"purple"
"Zm00001eb075450"	"paleturquoise"
"Zm00001eb175550"	"pink"
"Zm00001eb232590"	"darkred"
"Zm00001eb398050"	"green"
"Zm00001eb367730"	"red"
"Zm00001eb433220"	"black"
"Zm00001eb123170"	"red"
"Zm00001eb133280"	"turquoise"
"Zm00001eb288370"	"skyblue3"
"Zm00001eb049950"	"green"
"Zm00001eb038400"	"darkgreen"
"Zm00001eb140480"	"brown"
"Zm00001eb212940"	"greenyellow"
"Zm00001eb129020"	"darkturquoise"
"Zm00001eb183200"	"greenyellow"
"Zm00001eb295740"	"lightcyan"
"Zm00001eb045340"	"red"
"Zm00001eb067010"	"blue"
"Zm00001eb131600"	"black"
"Zm00001eb062930"	"red"
"Zm00001eb289500"	"yellow"
"Zm00001eb337650"	"royalblue"
"Zm00001eb366850"	"thistle1"
"Zm00001eb212530"	"turquoise"
"Zm00001eb213180"	"brown"
"Zm00001eb264580"	"yellow"
"Zm00001eb392160"	"green"
"Zm00001eb308340"	"turquoise"
"Zm00001eb341680"	"lightcyan"
"Zm00001eb028820"	"pink"
"Zm00001eb054790"	"blue"
"Zm00001eb264470"	"green"
"Zm00001eb269190"	"purple"
"Zm00001eb311820"	"brown"
"Zm00001eb315870"	"royalblue"
"Zm00001eb088930"	"blue"
"Zm00001eb351150"	"green"
"Zm00001eb427060"	"black"
"Zm00001eb048510"	"red"
"Zm00001eb144290"	"yellow"
"Zm00001eb392270"	"pink"
"Zm00001eb432880"	"turquoise"
"Zm00001eb026540"	"turquoise"
"Zm00001eb035040"	"salmon"
"Zm00001eb040730"	"red"
"Zm00001eb017050"	"darkgreen"
"Zm00001eb227920"	"black"
"Zm00001eb265290"	"green"
"Zm00001eb277490"	"purple"
"Zm00001eb345890"	"lightcyan"
"Zm00001eb042310"	"purple"
"Zm00001eb252580"	"midnightblue"
"Zm00001eb324200"	"darkorange"
"Zm00001eb051510"	"red"
"Zm00001eb398000"	"lightcyan1"
"Zm00001eb072480"	"purple"
"Zm00001eb228100"	"greenyellow"
"Zm00001eb055620"	"tan"
"Zm00001eb110610"	"green"
"Zm00001eb398870"	"turquoise"
"Zm00001eb129860"	"green"
"Zm00001eb060040"	"purple"
"Zm00001eb307410"	"darkred"
"Zm00001eb192140"	"blue"
"Zm00001eb108400"	"black"
"Zm00001eb397770"	"bisque4"
"Zm00001eb044240"	"turquoise"
"Zm00001eb318170"	"blue"
"Zm00001eb327990"	"magenta"
"Zm00001eb385910"	"green"
"Zm00001eb026490"	"magenta"
"Zm00001eb296350"	"salmon"
"Zm00001eb061290"	"yellow"
"Zm00001eb119340"	"saddlebrown"
"Zm00001eb403720"	"pink"
"Zm00001eb241310"	"yellow"
"Zm00001eb064190"	"red"
"Zm00001eb081660"	"turquoise"
"Zm00001eb362290"	"turquoise"
"Zm00001eb369110"	"cyan"
"Zm00001eb069140"	"orangered4"
"Zm00001eb092450"	"turquoise"
"Zm00001eb153060"	"purple"
"Zm00001eb128000"	"pink"
"Zm00001eb175140"	"black"
"Zm00001eb019370"	"lightpink4"
"Zm00001eb217960"	"lightcyan"
"Zm00001eb267720"	"blue"
"Zm00001eb002820"	"orange"
"Zm00001eb194440"	"violet"
"Zm00001eb331580"	"darkmagenta"
"Zm00001eb044060"	"green"
"Zm00001eb159550"	"magenta"
"Zm00001eb286290"	"turquoise"
"Zm00001eb295080"	"green"
"Zm00001eb325850"	"green"
"Zm00001eb106080"	"brown"
"Zm00001eb124500"	"greenyellow"
"Zm00001eb082170"	"lightcyan"
"Zm00001eb238870"	"turquoise"
"Zm00001eb271790"	"darkgrey"
"Zm00001eb216290"	"honeydew1"
"Zm00001eb314510"	"royalblue"
"Zm00001eb325410"	"black"
"Zm00001eb028060"	"cyan"
"Zm00001eb395500"	"blue"
"Zm00001eb078600"	"orange"
"Zm00001eb338240"	"greenyellow"
"Zm00001eb199100"	"black"
"Zm00001eb257810"	"turquoise"
"Zm00001eb430800"	"brown"
"Zm00001eb112690"	"magenta"
"Zm00001eb119210"	"turquoise"
"Zm00001eb044800"	"red"
"Zm00001eb245840"	"yellow"
"Zm00001eb261690"	"cyan"
"Zm00001eb284720"	"brown"
"Zm00001eb352880"	"black"
"Zm00001eb418040"	"black"
"Zm00001eb063900"	"red"
"Zm00001eb181510"	"green"
"Zm00001eb289050"	"midnightblue"
"Zm00001eb310390"	"darkorange"
"Zm00001eb000230"	"tan"
"Zm00001eb126270"	"purple"
"Zm00001eb160030"	"turquoise"
"Zm00001eb195910"	"darkmagenta"
"Zm00001eb287420"	"magenta"
"Zm00001eb069040"	"lightgreen"
"Zm00001eb239550"	"pink"
"Zm00001eb389680"	"darkmagenta"
"Zm00001eb004310"	"magenta"
"Zm00001eb139980"	"red"
"Zm00001eb386770"	"lightcyan"
"Zm00001eb014250"	"purple"
"Zm00001eb059650"	"lightcyan1"
"Zm00001eb185290"	"salmon"
"Zm00001eb327690"	"darkturquoise"
"Zm00001eb070110"	"red"
"Zm00001eb001700"	"red"
"Zm00001eb262610"	"salmon"
"Zm00001eb279890"	"turquoise"
"Zm00001eb378440"	"blue"
"Zm00001eb366380"	"cyan"
"Zm00001eb391540"	"turquoise"
"Zm00001eb030970"	"black"
"Zm00001eb303290"	"skyblue3"
"Zm00001eb128590"	"skyblue3"
"Zm00001eb030880"	"green"
"Zm00001eb046680"	"red"
"Zm00001eb274910"	"tan"
"Zm00001eb302980"	"turquoise"
"Zm00001eb147760"	"black"
"Zm00001eb034920"	"darkgrey"
"Zm00001eb059180"	"blue"
"Zm00001eb126390"	"magenta"
"Zm00001eb049200"	"yellow"
"Zm00001eb421110"	"blue"
"Zm00001eb021380"	"pink"
"Zm00001eb163680"	"tan"
"Zm00001eb191660"	"pink"
"Zm00001eb261130"	"turquoise"
"Zm00001eb035860"	"midnightblue"
"Zm00001eb057260"	"darkred"
"Zm00001eb275490"	"lightyellow"
"Zm00001eb337830"	"orangered4"
"Zm00001eb109340"	"red"
"Zm00001eb147530"	"red"
"Zm00001eb251370"	"red"
"Zm00001eb272150"	"blue"
"Zm00001eb114360"	"brown"
"Zm00001eb180360"	"pink"
"Zm00001eb297170"	"red"
"Zm00001eb347710"	"darkturquoise"
"Zm00001eb227560"	"magenta"
"Zm00001eb392900"	"turquoise"
"Zm00001eb128110"	"black"
"Zm00001eb324220"	"yellow"
"Zm00001eb009640"	"brown"
"Zm00001eb385570"	"yellowgreen"
"Zm00001eb131550"	"yellow"
"Zm00001eb333330"	"red"
"Zm00001eb061430"	"cyan"
"Zm00001eb065860"	"greenyellow"
"Zm00001eb308740"	"green"
"Zm00001eb084450"	"brown"
"Zm00001eb216080"	"black"
"Zm00001eb308610"	"turquoise"
"Zm00001eb419690"	"blue"
"Zm00001eb033470"	"lightyellow"
"Zm00001eb109640"	"darkturquoise"
"Zm00001eb370530"	"white"
"Zm00001eb017330"	"blue"
"Zm00001eb060810"	"green"
"Zm00001eb244220"	"pink"
"Zm00001eb399700"	"green"
"Zm00001eb015340"	"cyan"
"Zm00001eb040310"	"green"
"Zm00001eb411880"	"salmon"
"Zm00001eb002440"	"yellow"
"Zm00001eb205970"	"greenyellow"
"Zm00001eb212080"	"orange"
"Zm00001eb002940"	"green"
"Zm00001eb038290"	"blue"
"Zm00001eb042270"	"red"
"Zm00001eb222430"	"yellow"
"Zm00001eb242390"	"salmon"
"Zm00001eb366020"	"purple"
"Zm00001eb076520"	"yellow"
"Zm00001eb204980"	"magenta"
"Zm00001eb244530"	"brown"
"Zm00001eb415420"	"darkorange"
"Zm00001eb169930"	"midnightblue"
"Zm00001eb289270"	"blue"
"Zm00001eb118370"	"pink"
"Zm00001eb142340"	"greenyellow"
"Zm00001eb178360"	"yellow"
"Zm00001eb126430"	"black"
"Zm00001eb325550"	"blue"
"Zm00001eb064550"	"cyan"
"Zm00001eb326530"	"blue"
"Zm00001eb110600"	"brown"
"Zm00001eb123200"	"yellow"
"Zm00001eb239740"	"blue"
"Zm00001eb293570"	"lightcyan"
"Zm00001eb332560"	"lightcyan"
"Zm00001eb421330"	"purple"
"Zm00001eb120900"	"darkgreen"
"Zm00001eb172880"	"red"
"Zm00001eb151360"	"steelblue"
"Zm00001eb272410"	"green"
"Zm00001eb356610"	"pink"
"Zm00001eb087750"	"black"
"Zm00001eb229660"	"yellow"
"Zm00001eb267220"	"turquoise"
"Zm00001eb355770"	"purple"
"Zm00001eb025080"	"tan"
"Zm00001eb066180"	"green"
"Zm00001eb153840"	"orange"
"Zm00001eb399110"	"red"
"Zm00001eb036320"	"yellow"
"Zm00001eb321900"	"salmon"
"Zm00001eb120910"	"purple"
"Zm00001eb198310"	"tan"
"Zm00001eb431760"	"yellow"
"Zm00001eb123160"	"magenta"
"Zm00001eb300950"	"yellow"
"Zm00001eb160720"	"lightyellow"
"Zm00001eb326950"	"red"
"Zm00001eb187120"	"midnightblue"
"Zm00001eb058460"	"cyan"
"Zm00001eb131540"	"yellow"
"Zm00001eb134530"	"darkgreen"
"Zm00001eb219970"	"blue"
"Zm00001eb062730"	"blue"
"Zm00001eb101470"	"brown"
"Zm00001eb229000"	"turquoise"
"Zm00001eb361150"	"yellow"
"Zm00001eb186600"	"blue"
"Zm00001eb277100"	"turquoise"
"Zm00001eb409580"	"black"
"Zm00001eb215220"	"salmon"
"Zm00001eb126990"	"red"
"Zm00001eb333520"	"magenta"
"Zm00001eb076010"	"blue"
"Zm00001eb137720"	"yellow"
"Zm00001eb202870"	"maroon"
"Zm00001eb395080"	"red"
"Zm00001eb183220"	"blue"
"Zm00001eb210000"	"palevioletred3"
"Zm00001eb364230"	"blue"
"Zm00001eb402640"	"lightsteelblue1"
"Zm00001eb403170"	"green"
"Zm00001eb318320"	"turquoise"
"Zm00001eb355750"	"turquoise"
"Zm00001eb131470"	"green"
"Zm00001eb068410"	"brown"
"Zm00001eb168930"	"brown"
"Zm00001eb365190"	"blue"
"Zm00001eb107900"	"pink"
"Zm00001eb254910"	"yellow"
"Zm00001eb153930"	"blue"
"Zm00001eb241670"	"turquoise"
"Zm00001eb252230"	"skyblue3"
"Zm00001eb234620"	"black"
"Zm00001eb154600"	"tan"
"Zm00001eb336660"	"pink"
"Zm00001eb005500"	"yellow"
"Zm00001eb271370"	"greenyellow"
"Zm00001eb333230"	"black"
"Zm00001eb107180"	"black"
"Zm00001eb081370"	"cyan"
"Zm00001eb099760"	"turquoise"
"Zm00001eb140470"	"magenta"
"Zm00001eb307770"	"darkgreen"
"Zm00001eb131090"	"black"
"Zm00001eb352410"	"greenyellow"
"Zm00001eb056530"	"greenyellow"
"Zm00001eb195560"	"orange"
"Zm00001eb008160"	"yellow"
"Zm00001eb021010"	"violet"
"Zm00001eb061120"	"magenta"
"Zm00001eb284960"	"pink"
"Zm00001eb298400"	"darkorange2"
"Zm00001eb155920"	"palevioletred3"
"Zm00001eb272970"	"black"
"Zm00001eb341540"	"brown"
"Zm00001eb432090"	"salmon"
"Zm00001eb213320"	"turquoise"
"Zm00001eb427510"	"sienna3"
"Zm00001eb053830"	"turquoise"
"Zm00001eb075140"	"black"
"Zm00001eb192710"	"turquoise"
"Zm00001eb273530"	"tan"
"Zm00001eb329240"	"blue"
"Zm00001eb214510"	"blue"
"Zm00001eb234790"	"black"
"Zm00001eb311000"	"tan"
"Zm00001eb325910"	"magenta"
"Zm00001eb408860"	"darkturquoise"
"Zm00001eb003700"	"brown"
"Zm00001eb244240"	"magenta"
"Zm00001eb357710"	"magenta"
"Zm00001eb408490"	"red"
"Zm00001eb196510"	"blue"
"Zm00001eb303220"	"brown"
"Zm00001eb036040"	"darkolivegreen"
"Zm00001eb315500"	"cyan"
"Zm00001eb392280"	"greenyellow"
"Zm00001eb292050"	"grey60"
"Zm00001eb168840"	"red"
"Zm00001eb403130"	"skyblue"
"Zm00001eb433550"	"yellow"
"Zm00001eb126740"	"blue"
"Zm00001eb225390"	"salmon"
"Zm00001eb411190"	"turquoise"
"Zm00001eb088740"	"magenta"
"Zm00001eb334860"	"yellow"
"Zm00001eb347720"	"brown"
"Zm00001eb273490"	"darkgreen"
"Zm00001eb400420"	"green"
"Zm00001eb052520"	"purple"
"Zm00001eb217930"	"green"
"Zm00001eb218160"	"brown"
"Zm00001eb425710"	"darkolivegreen"
"Zm00001eb399240"	"darkgreen"
"Zm00001eb012900"	"yellow"
"Zm00001eb325150"	"turquoise"
"Zm00001eb074680"	"pink"
"Zm00001eb079000"	"tan"
"Zm00001eb193240"	"magenta"
"Zm00001eb199300"	"pink"
"Zm00001eb158830"	"cyan"
"Zm00001eb297740"	"greenyellow"
"Zm00001eb345040"	"cyan"
"Zm00001eb396030"	"red"
"Zm00001eb118010"	"blue"
"Zm00001eb216090"	"darkorange"
"Zm00001eb289250"	"green"
"Zm00001eb370130"	"blue"
"Zm00001eb215130"	"magenta"
"Zm00001eb272000"	"blue"
"Zm00001eb170870"	"black"
"Zm00001eb240920"	"ivory"
"Zm00001eb361750"	"turquoise"
"Zm00001eb402080"	"pink"
"Zm00001eb369620"	"turquoise"
"Zm00001eb020180"	"greenyellow"
"Zm00001eb048160"	"magenta"
"Zm00001eb152490"	"blue"
"Zm00001eb426670"	"red"
"Zm00001eb113170"	"royalblue"
"Zm00001eb266620"	"darkgreen"
"Zm00001eb330080"	"darkgreen"
"Zm00001eb141160"	"black"
"Zm00001eb142300"	"brown"
"Zm00001eb153520"	"red"
"Zm00001eb228540"	"mediumpurple3"
"Zm00001eb228810"	"brown"
"Zm00001eb281030"	"greenyellow"
"Zm00001eb313590"	"magenta"
"Zm00001eb262680"	"yellow"
"Zm00001eb357830"	"darkorange"
"Zm00001eb427880"	"orange"
"Zm00001eb405700"	"turquoise"
"Zm00001eb015540"	"turquoise"
"Zm00001eb306550"	"tan"
"Zm00001eb324600"	"turquoise"
"Zm00001eb419500"	"tan"
"Zm00001eb299310"	"turquoise"
"Zm00001eb235370"	"red"
"Zm00001eb242730"	"black"
"Zm00001eb382160"	"darkgreen"
"Zm00001eb054130"	"tan"
"Zm00001eb359140"	"blue"
"Zm00001eb174640"	"yellow"
"Zm00001eb221020"	"lightyellow"
"Zm00001eb390180"	"greenyellow"
"Zm00001eb017350"	"red"
"Zm00001eb035630"	"darkgreen"
"Zm00001eb108170"	"turquoise"
"Zm00001eb197710"	"black"
"Zm00001eb254480"	"darkturquoise"
"Zm00001eb375240"	"turquoise"
"Zm00001eb384300"	"black"
"Zm00001eb100300"	"pink"
"Zm00001eb145740"	"lightgreen"
"Zm00001eb209310"	"yellow"
"Zm00001eb268150"	"tan"
"Zm00001eb037500"	"greenyellow"
"Zm00001eb099740"	"turquoise"
"Zm00001eb160040"	"turquoise"
"Zm00001eb286850"	"yellowgreen"
"Zm00001eb367770"	"lightcyan"
"Zm00001eb403520"	"brown"
"Zm00001eb077250"	"darkorange2"
"Zm00001eb112930"	"turquoise"
"Zm00001eb425240"	"purple"
"Zm00001eb104970"	"salmon"
"Zm00001eb044190"	"pink"
"Zm00001eb369710"	"blue"
"Zm00001eb417440"	"tan"
"Zm00001eb071730"	"blue"
"Zm00001eb196670"	"mediumpurple3"
"Zm00001eb415430"	"turquoise"
"Zm00001eb419670"	"turquoise"
"Zm00001eb342510"	"tan"
"Zm00001eb406900"	"green"
"Zm00001eb099000"	"red"
"Zm00001eb257320"	"grey60"
"Zm00001eb000820"	"magenta"
"Zm00001eb331180"	"blue"
"Zm00001eb361350"	"midnightblue"
"Zm00001eb046590"	"lightsteelblue1"
"Zm00001eb274880"	"turquoise"
"Zm00001eb416550"	"red"
"Zm00001eb089090"	"turquoise"
"Zm00001eb100410"	"black"
"Zm00001eb213280"	"magenta"
"Zm00001eb402010"	"yellow"
"Zm00001eb149680"	"tan"
"Zm00001eb149790"	"yellow"
"Zm00001eb276270"	"brown"
"Zm00001eb113030"	"yellow"
"Zm00001eb216680"	"green"
"Zm00001eb091060"	"turquoise"
"Zm00001eb343530"	"purple"
"Zm00001eb150010"	"purple"
"Zm00001eb292380"	"yellow"
"Zm00001eb327030"	"midnightblue"
"Zm00001eb400990"	"yellow"
"Zm00001eb421010"	"pink"
"Zm00001eb018600"	"red"
"Zm00001eb395060"	"darkturquoise"
"Zm00001eb059830"	"violet"
"Zm00001eb175120"	"cyan"
"Zm00001eb404980"	"blue"
"Zm00001eb072560"	"green"
"Zm00001eb105770"	"greenyellow"
"Zm00001eb112760"	"lightcyan1"
"Zm00001eb166700"	"turquoise"
"Zm00001eb223120"	"tan"
"Zm00001eb272620"	"darkturquoise"
"Zm00001eb008100"	"black"
"Zm00001eb085170"	"red"
"Zm00001eb085410"	"magenta"
"Zm00001eb210470"	"lightgreen"
"Zm00001eb399340"	"green"
"Zm00001eb433450"	"yellow"
"Zm00001eb051470"	"darkturquoise"
"Zm00001eb099520"	"saddlebrown"
"Zm00001eb200540"	"turquoise"
"Zm00001eb278930"	"tan"
"Zm00001eb362660"	"red"
"Zm00001eb044180"	"yellow"
"Zm00001eb160460"	"white"
"Zm00001eb193290"	"red"
"Zm00001eb038880"	"palevioletred3"
"Zm00001eb047560"	"cyan"
"Zm00001eb078570"	"red"
"Zm00001eb131050"	"yellow"
"Zm00001eb431460"	"pink"
"Zm00001eb183950"	"orange"
"Zm00001eb186440"	"blue"
"Zm00001eb264620"	"ivory"
"Zm00001eb268580"	"black"
"Zm00001eb000080"	"salmon"
"Zm00001eb197600"	"turquoise"
"Zm00001eb397330"	"turquoise"
"Zm00001eb113690"	"lightgreen"
"Zm00001eb157740"	"turquoise"
"Zm00001eb322510"	"saddlebrown"
"Zm00001eb108960"	"salmon"
"Zm00001eb321050"	"darkorange"
"Zm00001eb321610"	"tan"
"Zm00001eb354110"	"turquoise"
"Zm00001eb363480"	"green"
"Zm00001eb385190"	"turquoise"
"Zm00001eb073620"	"turquoise"
"Zm00001eb248540"	"yellow"
"Zm00001eb173480"	"cyan"
"Zm00001eb268550"	"yellow"
"Zm00001eb295120"	"grey60"
"Zm00001eb369000"	"lightgreen"
"Zm00001eb374750"	"violet"
"Zm00001eb104660"	"yellow"
"Zm00001eb367100"	"pink"
"Zm00001eb082470"	"green"
"Zm00001eb094550"	"turquoise"
"Zm00001eb108280"	"magenta"
"Zm00001eb149660"	"brown"
"Zm00001eb220850"	"floralwhite"
"Zm00001eb032110"	"cyan"
"Zm00001eb420890"	"red"
"Zm00001eb173940"	"red"
"Zm00001eb210800"	"green"
"Zm00001eb039570"	"brown"
"Zm00001eb078710"	"floralwhite"
"Zm00001eb034750"	"greenyellow"
"Zm00001eb289960"	"yellow"
"Zm00001eb022970"	"yellow"
"Zm00001eb228290"	"red"
"Zm00001eb343590"	"turquoise"
"Zm00001eb062150"	"magenta"
"Zm00001eb403080"	"turquoise"
"Zm00001eb004470"	"steelblue"
"Zm00001eb161790"	"black"
"Zm00001eb397860"	"brown"
"Zm00001eb076460"	"yellow"
"Zm00001eb206910"	"turquoise"
"Zm00001eb292450"	"turquoise"
"Zm00001eb191500"	"blue"
"Zm00001eb013800"	"turquoise"
"Zm00001eb144330"	"red"
"Zm00001eb153980"	"darkturquoise"
"Zm00001eb220610"	"turquoise"
"Zm00001eb398060"	"lightyellow"
"Zm00001eb311020"	"greenyellow"
"Zm00001eb362080"	"pink"
"Zm00001eb219700"	"brown"
"Zm00001eb388990"	"tan"
"Zm00001eb328580"	"brown"
"Zm00001eb337350"	"green"
"Zm00001eb110720"	"yellow"
"Zm00001eb063620"	"white"
"Zm00001eb169960"	"brown"
"Zm00001eb208830"	"lightcyan"
"Zm00001eb179130"	"tan"
"Zm00001eb251630"	"black"
"Zm00001eb131860"	"pink"
"Zm00001eb199060"	"orangered4"
"Zm00001eb247390"	"lightcyan"
"Zm00001eb241970"	"pink"
"Zm00001eb326060"	"greenyellow"
"Zm00001eb270990"	"brown"
"Zm00001eb279330"	"cyan"
"Zm00001eb306470"	"lightcyan"
"Zm00001eb026840"	"lightgreen"
"Zm00001eb147910"	"royalblue"
"Zm00001eb199240"	"greenyellow"
"Zm00001eb214320"	"pink"
"Zm00001eb137020"	"pink"
"Zm00001eb423040"	"pink"
"Zm00001eb077720"	"turquoise"
"Zm00001eb373600"	"black"
"Zm00001eb388110"	"blue"
"Zm00001eb008470"	"red"
"Zm00001eb032760"	"turquoise"
"Zm00001eb070910"	"yellow"
"Zm00001eb290800"	"turquoise"
"Zm00001eb360960"	"greenyellow"
"Zm00001eb086200"	"red"
"Zm00001eb189850"	"black"
"Zm00001eb234960"	"red"
"Zm00001eb356650"	"white"
"Zm00001eb415730"	"pink"
"Zm00001eb086040"	"greenyellow"
"Zm00001eb088880"	"purple"
"Zm00001eb216540"	"cyan"
"Zm00001eb005850"	"green"
"Zm00001eb071600"	"yellow"
"Zm00001eb151250"	"lightcyan"
"Zm00001eb256090"	"salmon"
"Zm00001eb273900"	"red"
"Zm00001eb200030"	"turquoise"
"Zm00001eb285420"	"brown"
"Zm00001eb381970"	"yellow"
"Zm00001eb398460"	"greenyellow"
"Zm00001eb415040"	"brown"
"Zm00001eb140340"	"magenta"
"Zm00001eb208860"	"red"
"Zm00001eb300640"	"turquoise"
"Zm00001eb023890"	"greenyellow"
"Zm00001eb345980"	"red"
"Zm00001eb418410"	"blue"
"Zm00001eb213200"	"darkred"
"Zm00001eb243050"	"greenyellow"
"Zm00001eb366660"	"turquoise"
"Zm00001eb221300"	"salmon"
"Zm00001eb022820"	"turquoise"
"Zm00001eb181640"	"brown"
"Zm00001eb280030"	"blue"
"Zm00001eb157720"	"darkorange2"
"Zm00001eb188690"	"darkmagenta"
"Zm00001eb226780"	"black"
"Zm00001eb138630"	"greenyellow"
"Zm00001eb226030"	"yellow"
"Zm00001eb214910"	"magenta"
"Zm00001eb057630"	"turquoise"
"Zm00001eb150880"	"yellow"
"Zm00001eb394170"	"brown"
"Zm00001eb412800"	"greenyellow"
"Zm00001eb253530"	"green"
"Zm00001eb112180"	"tan"
"Zm00001eb156340"	"green"
"Zm00001eb200830"	"lightsteelblue1"
"Zm00001eb226000"	"pink"
"Zm00001eb077920"	"cyan"
"Zm00001eb123000"	"black"
"Zm00001eb067590"	"tan"
"Zm00001eb165600"	"purple"
"Zm00001eb195120"	"blue"
"Zm00001eb294860"	"brown"
"Zm00001eb014630"	"pink"
"Zm00001eb009730"	"yellow"
"Zm00001eb156070"	"magenta"
"Zm00001eb221480"	"turquoise"
"Zm00001eb042030"	"green"
"Zm00001eb304070"	"brown"
"Zm00001eb396880"	"brown"
"Zm00001eb126830"	"midnightblue"
"Zm00001eb234490"	"turquoise"
"Zm00001eb204710"	"pink"
"Zm00001eb404320"	"turquoise"
"Zm00001eb085230"	"red"
"Zm00001eb147610"	"green"
"Zm00001eb203320"	"blue"
"Zm00001eb154120"	"turquoise"
"Zm00001eb293340"	"greenyellow"
"Zm00001eb081350"	"blue"
"Zm00001eb106060"	"green"
"Zm00001eb082270"	"greenyellow"
"Zm00001eb358860"	"brown"
"Zm00001eb058000"	"lightyellow"
"Zm00001eb165870"	"blue"
"Zm00001eb340730"	"turquoise"
"Zm00001eb104520"	"red"
"Zm00001eb208390"	"salmon"
"Zm00001eb173390"	"magenta"
"Zm00001eb243690"	"lightcyan"
"Zm00001eb408940"	"brown"
"Zm00001eb134020"	"magenta"
"Zm00001eb291320"	"lightsteelblue1"
"Zm00001eb376490"	"brown"
"Zm00001eb232980"	"turquoise"
"Zm00001eb243840"	"brown"
"Zm00001eb251530"	"lightyellow"
"Zm00001eb005440"	"blue"
"Zm00001eb017830"	"greenyellow"
"Zm00001eb085010"	"salmon"
"Zm00001eb207560"	"green"
"Zm00001eb274030"	"turquoise"
"Zm00001eb399580"	"turquoise"
"Zm00001eb068520"	"green"
"Zm00001eb012360"	"salmon"
"Zm00001eb364700"	"black"
"Zm00001eb026420"	"red"
"Zm00001eb126640"	"lightyellow"
"Zm00001eb283840"	"cyan"
"Zm00001eb061880"	"cyan"
"Zm00001eb067200"	"greenyellow"
"Zm00001eb139960"	"turquoise"
"Zm00001eb286910"	"purple"
"Zm00001eb014750"	"red"
"Zm00001eb269570"	"tan"
"Zm00001eb356330"	"maroon"
"Zm00001eb160120"	"red"
"Zm00001eb236850"	"red"
"Zm00001eb236880"	"pink"
"Zm00001eb146530"	"turquoise"
"Zm00001eb208500"	"blue"
"Zm00001eb281510"	"turquoise"
"Zm00001eb008640"	"blue"
"Zm00001eb093430"	"blue"
"Zm00001eb177980"	"blue"
"Zm00001eb389910"	"midnightblue"
"Zm00001eb208040"	"brown"
"Zm00001eb266340"	"tan"
"Zm00001eb006040"	"green"
"Zm00001eb359670"	"greenyellow"
"Zm00001eb005340"	"purple"
"Zm00001eb404660"	"midnightblue"
"Zm00001eb022240"	"green"
"Zm00001eb368390"	"honeydew1"
"Zm00001eb361070"	"tan"
"Zm00001eb059780"	"turquoise"
"Zm00001eb072330"	"magenta"
"Zm00001eb275120"	"blue"
"Zm00001eb189970"	"blue"
"Zm00001eb256110"	"magenta"
"Zm00001eb007960"	"tan"
"Zm00001eb244720"	"turquoise"
"Zm00001eb397900"	"green"
"Zm00001eb347190"	"magenta"
"Zm00001eb316790"	"lightcyan"
"Zm00001eb198620"	"purple"
"Zm00001eb059800"	"lightcyan"
"Zm00001eb220370"	"turquoise"
"Zm00001eb283770"	"blue"
"Zm00001eb345400"	"pink"
"Zm00001eb049750"	"blue"
"Zm00001eb121420"	"purple"
"Zm00001eb312390"	"black"
"Zm00001eb137920"	"magenta"
"Zm00001eb281080"	"yellow"
"Zm00001eb404100"	"turquoise"
"Zm00001eb334440"	"cyan"
