ENSEMBL_GeneID	C_24_Tol	T_24_Tol
Zm00001eb272500	118	80
Zm00001eb316840	77	87
Zm00001eb397970	381	46
Zm00001eb058670	84	43
Zm00001eb099250	74	63
Zm00001eb117700	255	117
Zm00001eb192600	67	90
Zm00001eb197960	90	61
Zm00001eb216860	127	87
Zm00001eb293490	140	112
Zm00001eb331080	67	92
Zm00001eb018700	81	87
Zm00001eb037020	103	39
Zm00001eb096950	200	79
Zm00001eb282850	35	60
Zm00001eb047840	152	100
Zm00001eb211120	150	50
Zm00001eb227020	258	55
Zm00001eb248510	101	84
Zm00001eb248690	84	63
Zm00001eb319480	137	88
Zm00001eb419000	98	51
Zm00001eb269820	146	49
Zm00001eb314060	107	103
Zm00001eb324210	121	49
Zm00001eb363630	124	40
Zm00001eb421610	77	69
Zm00001eb037440	108	56
Zm00001eb050950	128	47
Zm00001eb083790	216	107
Zm00001eb191650	155	68
Zm00001eb245000	36	7
Zm00001eb427270	138	93
Zm00001eb128310	178	26
Zm00001eb198010	144	86
Zm00001eb394380	59	33
Zm00001eb001140	220	135
Zm00001eb020800	29	42
Zm00001eb040100	102	36
Zm00001eb086470	224	180
Zm00001eb096330	88	89
Zm00001eb118940	130	59
Zm00001eb285370	181	129
Zm00001eb285460	66	53
Zm00001eb002600	87	93
Zm00001eb035200	236	93
Zm00001eb077490	156	39
Zm00001eb126310	68	71
Zm00001eb202470	95	75
Zm00001eb211260	53	18
Zm00001eb232580	86	94
Zm00001eb309200	118	48
Zm00001eb398190	117	45
Zm00001eb065740	55	130
Zm00001eb107120	124	61
Zm00001eb114730	83	75
Zm00001eb127030	95	52
Zm00001eb219880	120	98
Zm00001eb283160	163	130
Zm00001eb338230	70	93
Zm00001eb404170	11	0
Zm00001eb405990	85	31
Zm00001eb259420	140	163
Zm00001eb166930	20	8
Zm00001eb080560	144	72
Zm00001eb099360	58	77
Zm00001eb101170	138	35
Zm00001eb131630	97	109
Zm00001eb189350	6	6
Zm00001eb272350	153	218
Zm00001eb334200	115	124
Zm00001eb351310	126	85
Zm00001eb400430	266	140
Zm00001eb428330	120	43
Zm00001eb021030	139	82
Zm00001eb281640	98	144
Zm00001eb286050	206	101
Zm00001eb289950	164	110
Zm00001eb301390	0	0
Zm00001eb400720	117	42
Zm00001eb107960	0	1
Zm00001eb196900	118	76
Zm00001eb279420	134	53
Zm00001eb324000	83	62
Zm00001eb377550	90	100
Zm00001eb000270	0	4
Zm00001eb117560	68	94
Zm00001eb231100	125	78
Zm00001eb346880	39	23
Zm00001eb389400	72	31
Zm00001eb136610	80	49
Zm00001eb283780	140	81
Zm00001eb017220	112	82
Zm00001eb026100	123	110
Zm00001eb289380	116	75
Zm00001eb305890	119	77
Zm00001eb426730	141	83
Zm00001eb006940	35	13
Zm00001eb344160	95	29
Zm00001eb371880	62	31
Zm00001eb413810	125	73
Zm00001eb022860	198	45
Zm00001eb024430	125	121
Zm00001eb039430	133	97
Zm00001eb086960	34	21
Zm00001eb182020	92	52
Zm00001eb218620	108	83
Zm00001eb417490	93	101
Zm00001eb184300	79	38
Zm00001eb211530	130	71
Zm00001eb293690	87	51
Zm00001eb155140	278	107
Zm00001eb193260	80	142
Zm00001eb216220	125	45
Zm00001eb364830	49	25
Zm00001eb369300	71	43
Zm00001eb388220	248	39
Zm00001eb014580	123	108
Zm00001eb187670	84	70
Zm00001eb247170	177	93
Zm00001eb309490	295	117
Zm00001eb046570	0	4
Zm00001eb074380	206	74
Zm00001eb260750	142	70
Zm00001eb417970	158	86
Zm00001eb294840	64	20
Zm00001eb385750	92	40
Zm00001eb036880	234	125
Zm00001eb071960	259	93
Zm00001eb125310	154	44
Zm00001eb302650	228	133
Zm00001eb017040	169	67
Zm00001eb017660	116	114
Zm00001eb098560	57	93
Zm00001eb212340	78	43
Zm00001eb385300	88	48
Zm00001eb406610	55	26
Zm00001eb433060	129	95
Zm00001eb089470	109	117
Zm00001eb112960	69	53
Zm00001eb252320	149	100
Zm00001eb347320	121	100
Zm00001eb355950	283	127
Zm00001eb165170	129	73
Zm00001eb270960	26	4
Zm00001eb279680	142	14
Zm00001eb127240	190	78
Zm00001eb139770	78	56
Zm00001eb288870	143	136
Zm00001eb306620	1	1
Zm00001eb343560	1	0
Zm00001eb006010	174	125
Zm00001eb030630	140	92
Zm00001eb053230	167	95
Zm00001eb096620	7	0
Zm00001eb107160	41	65
Zm00001eb146650	112	81
Zm00001eb198540	64	62
Zm00001eb212260	157	70
Zm00001eb215740	207	108
Zm00001eb246520	139	51
Zm00001eb302380	0	0
Zm00001eb315010	164	61
Zm00001eb389280	118	57
Zm00001eb007060	77	114
Zm00001eb201010	128	105
Zm00001eb246010	89	86
Zm00001eb043270	92	87
Zm00001eb096760	18	10
Zm00001eb190640	74	90
Zm00001eb192840	79	60
Zm00001eb318460	0	0
Zm00001eb031880	236	29
Zm00001eb088280	121	163
Zm00001eb181580	110	55
Zm00001eb292780	116	42
Zm00001eb098760	7	7
Zm00001eb116730	157	68
Zm00001eb176470	81	117
Zm00001eb358780	150	150
Zm00001eb384900	204	29
Zm00001eb413420	51	27
Zm00001eb193570	170	55
Zm00001eb210840	106	83
Zm00001eb280500	178	97
Zm00001eb392090	212	124
Zm00001eb406920	19	17
Zm00001eb218940	154	83
Zm00001eb305800	118	176
Zm00001eb427390	267	175
Zm00001eb427620	50	26
Zm00001eb110050	42	118
Zm00001eb205510	64	33
Zm00001eb228500	19	9
Zm00001eb063420	73	41
Zm00001eb220870	100	44
Zm00001eb074980	178	89
Zm00001eb187460	68	65
Zm00001eb207310	112	55
Zm00001eb229870	117	94
Zm00001eb170180	73	83
Zm00001eb317740	148	82
Zm00001eb069020	167	103
Zm00001eb101950	61	66
Zm00001eb155850	165	115
Zm00001eb185870	73	54
Zm00001eb234240	99	117
Zm00001eb258310	58	26
Zm00001eb265220	107	85
Zm00001eb281140	35	165
Zm00001eb312600	105	57
Zm00001eb084820	79	85
Zm00001eb117980	115	87
Zm00001eb154230	152	60
Zm00001eb228480	79	43
Zm00001eb269230	177	65
Zm00001eb342970	59	96
Zm00001eb008580	83	98
Zm00001eb062840	71	137
Zm00001eb073310	84	62
Zm00001eb086870	141	251
Zm00001eb093910	159	56
Zm00001eb248800	73	97
Zm00001eb335540	53	7
Zm00001eb057390	85	34
Zm00001eb106210	91	30
Zm00001eb127540	4	0
Zm00001eb339040	110	116
Zm00001eb396640	235	43
Zm00001eb404240	117	170
Zm00001eb042320	68	59
Zm00001eb100090	74	20
Zm00001eb127100	72	34
Zm00001eb173270	142	75
Zm00001eb207280	125	43
Zm00001eb246060	108	91
Zm00001eb142460	97	64
Zm00001eb146840	44	248
Zm00001eb298050	246	165
Zm00001eb326320	83	90
Zm00001eb368130	81	82
Zm00001eb157840	145	74
Zm00001eb190970	125	59
Zm00001eb304050	58	32
Zm00001eb345070	242	52
Zm00001eb408580	88	63
Zm00001eb006520	84	44
Zm00001eb071370	139	31
Zm00001eb341700	3	3
Zm00001eb419710	149	118
Zm00001eb116210	99	35
Zm00001eb140810	74	79
Zm00001eb239510	95	75
Zm00001eb246480	74	40
Zm00001eb294850	130	95
Zm00001eb310490	100	53
Zm00001eb360020	67	58
Zm00001eb380870	0	0
Zm00001eb412910	84	31
Zm00001eb049650	105	71
Zm00001eb370950	220	208
Zm00001eb395580	53	13
Zm00001eb113680	131	90
Zm00001eb143320	249	69
Zm00001eb173600	112	32
Zm00001eb256380	33	131
Zm00001eb284380	22	88
Zm00001eb297240	60	83
Zm00001eb373160	175	95
Zm00001eb430910	106	39
Zm00001eb026220	147	23
Zm00001eb133230	169	50
Zm00001eb264080	75	99
Zm00001eb344500	118	46
Zm00001eb345800	158	86
Zm00001eb417500	133	66
Zm00001eb423470	254	175
Zm00001eb047360	63	37
Zm00001eb164040	94	25
Zm00001eb175040	108	67
Zm00001eb175180	8	7
Zm00001eb409130	0	0
Zm00001eb040360	85	40
Zm00001eb068300	158	79
Zm00001eb180340	192	91
Zm00001eb205040	97	90
Zm00001eb223620	19	9
Zm00001eb366180	160	89
Zm00001eb414780	72	68
Zm00001eb035290	107	57
Zm00001eb168940	205	98
Zm00001eb193640	115	92
Zm00001eb221120	285	151
Zm00001eb267210	162	39
Zm00001eb314750	101	59
Zm00001eb379340	67	64
Zm00001eb012130	186	91
Zm00001eb174340	186	104
Zm00001eb323780	141	70
Zm00001eb416190	188	60
Zm00001eb421680	117	107
Zm00001eb171130	83	31
Zm00001eb241100	171	85
Zm00001eb326120	84	83
Zm00001eb340800	121	74
Zm00001eb406040	160	45
Zm00001eb199780	100	94
Zm00001eb206470	83	25
Zm00001eb352560	68	46
Zm00001eb374820	135	59
Zm00001eb415280	99	70
Zm00001eb416160	124	88
Zm00001eb118040	165	60
Zm00001eb123090	99	46
Zm00001eb142560	94	75
Zm00001eb229030	85	80
Zm00001eb261830	58	39
Zm00001eb273310	179	54
Zm00001eb303750	21	33
Zm00001eb128140	68	169
Zm00001eb291140	152	101
Zm00001eb383680	312	36
Zm00001eb399360	133	32
Zm00001eb426720	144	64
Zm00001eb100860	41	68
Zm00001eb238210	47	25
Zm00001eb008730	169	72
Zm00001eb198140	41	12
Zm00001eb270150	73	25
Zm00001eb322740	55	180
Zm00001eb395860	247	140
Zm00001eb048830	162	48
Zm00001eb087980	123	111
Zm00001eb298210	120	57
Zm00001eb022110	117	85
Zm00001eb193360	102	45
Zm00001eb337700	186	60
Zm00001eb367330	110	118
Zm00001eb036550	128	57
Zm00001eb049370	166	41
Zm00001eb059550	107	66
Zm00001eb101760	112	34
Zm00001eb350300	87	62
Zm00001eb023770	105	65
Zm00001eb106650	136	89
Zm00001eb224790	189	131
Zm00001eb227270	5	0
Zm00001eb263220	177	67
Zm00001eb295790	120	95
Zm00001eb390670	164	182
Zm00001eb031110	125	73
Zm00001eb106950	143	80
Zm00001eb153610	150	48
Zm00001eb263830	59	95
Zm00001eb285770	65	204
Zm00001eb329450	141	68
Zm00001eb056970	126	0
Zm00001eb118770	24	9
Zm00001eb126440	130	49
Zm00001eb174880	154	86
Zm00001eb250660	140	78
Zm00001eb250760	149	120
Zm00001eb268640	75	57
Zm00001eb329260	94	51
Zm00001eb354360	109	112
Zm00001eb063840	73	40
Zm00001eb163720	186	49
Zm00001eb256160	53	34
Zm00001eb339320	246	99
Zm00001eb149750	142	48
Zm00001eb216500	69	71
Zm00001eb425790	52	17
Zm00001eb044080	109	84
Zm00001eb241960	135	47
Zm00001eb378630	277	82
Zm00001eb379250	169	68
Zm00001eb117600	94	68
Zm00001eb140540	163	91
Zm00001eb214340	168	99
Zm00001eb267770	153	53
Zm00001eb376710	66	295
Zm00001eb404900	99	82
Zm00001eb000510	66	74
Zm00001eb093950	151	179
Zm00001eb244090	203	96
Zm00001eb268600	355	25
Zm00001eb277430	154	160
Zm00001eb372960	184	130
Zm00001eb396290	355	79
Zm00001eb027550	82	76
Zm00001eb079720	74	184
Zm00001eb117920	65	47
Zm00001eb301840	114	67
Zm00001eb306880	234	195
Zm00001eb425590	75	59
Zm00001eb078450	1	0
Zm00001eb217110	137	129
Zm00001eb301100	81	79
Zm00001eb303350	190	150
Zm00001eb396340	144	49
Zm00001eb015530	112	54
Zm00001eb132400	0	1
Zm00001eb204320	91	20
Zm00001eb294590	52	19
Zm00001eb311540	157	40
Zm00001eb388320	90	81
Zm00001eb003870	115	49
Zm00001eb020950	90	66
Zm00001eb089600	80	59
Zm00001eb217210	0	13
Zm00001eb228720	214	176
Zm00001eb305700	106	20
Zm00001eb401630	77	97
Zm00001eb412710	136	28
Zm00001eb419720	92	91
Zm00001eb021420	90	16
Zm00001eb052910	116	59
Zm00001eb164570	0	0
Zm00001eb176520	102	32
Zm00001eb188460	72	90
Zm00001eb358800	69	220
Zm00001eb069550	0	0
Zm00001eb072060	236	137
Zm00001eb083760	85	41
Zm00001eb103820	101	78
Zm00001eb141540	474	10
Zm00001eb172950	74	27
Zm00001eb427520	91	27
Zm00001eb050320	81	162
Zm00001eb185920	97	37
Zm00001eb058610	193	159
Zm00001eb222310	75	72
Zm00001eb390600	3	9
Zm00001eb018630	314	106
Zm00001eb138340	309	61
Zm00001eb167160	136	71
Zm00001eb217240	99	158
Zm00001eb243740	141	87
Zm00001eb080680	166	55
Zm00001eb113630	193	64
Zm00001eb150800	104	61
Zm00001eb418630	126	129
Zm00001eb074850	91	48
Zm00001eb144510	96	17
Zm00001eb178670	119	108
Zm00001eb206050	144	75
Zm00001eb094630	122	59
Zm00001eb310430	216	136
Zm00001eb394490	44	20
Zm00001eb018010	109	49
Zm00001eb026240	0	0
Zm00001eb086980	81	50
Zm00001eb148940	131	80
Zm00001eb185780	152	80
Zm00001eb191640	74	104
Zm00001eb317070	114	150
Zm00001eb246230	68	58
Zm00001eb246810	166	88
Zm00001eb270550	224	268
Zm00001eb403010	87	110
Zm00001eb010100	156	104
Zm00001eb098900	166	136
Zm00001eb152110	141	38
Zm00001eb168570	45	92
Zm00001eb168740	78	47
Zm00001eb193790	122	60
Zm00001eb214370	84	112
Zm00001eb336100	156	114
Zm00001eb415720	96	130
Zm00001eb424250	31	9
Zm00001eb149430	109	78
Zm00001eb266240	194	73
Zm00001eb277620	158	134
Zm00001eb304780	188	43
Zm00001eb063260	0	1
Zm00001eb085780	85	38
Zm00001eb106160	114	135
Zm00001eb167950	78	25
Zm00001eb185260	79	55
Zm00001eb370550	197	69
Zm00001eb385390	209	121
Zm00001eb030510	77	40
Zm00001eb041680	217	178
Zm00001eb058480	62	54
Zm00001eb172350	176	118
Zm00001eb195740	65	17
Zm00001eb250110	72	79
Zm00001eb254580	114	89
Zm00001eb339310	77	42
Zm00001eb387830	140	120
Zm00001eb007190	131	48
Zm00001eb030030	136	71
Zm00001eb137850	188	69
Zm00001eb149110	123	68
Zm00001eb237110	105	61
Zm00001eb240210	65	81
Zm00001eb331740	145	53
Zm00001eb373490	58	86
Zm00001eb398520	99	89
Zm00001eb401590	119	51
Zm00001eb327410	103	43
Zm00001eb329320	34	38
Zm00001eb386240	101	53
Zm00001eb046890	144	62
Zm00001eb185580	100	50
Zm00001eb418030	127	93
Zm00001eb112080	5	1
Zm00001eb117690	47	35
Zm00001eb317410	128	59
Zm00001eb345470	89	36
Zm00001eb388280	161	64
Zm00001eb417950	82	38
Zm00001eb432100	138	64
Zm00001eb006100	75	59
Zm00001eb025720	180	71
Zm00001eb142080	222	156
Zm00001eb146850	63	245
Zm00001eb172890	142	50
Zm00001eb341580	70	71
Zm00001eb359100	137	72
Zm00001eb417390	143	92
Zm00001eb020500	114	82
Zm00001eb041740	98	120
Zm00001eb135470	129	91
Zm00001eb225120	131	56
Zm00001eb261760	126	38
Zm00001eb272210	0	0
Zm00001eb285440	157	189
Zm00001eb383720	56	73
Zm00001eb401390	224	148
Zm00001eb068680	280	149
Zm00001eb087350	0	0
Zm00001eb137700	110	88
Zm00001eb166210	60	48
Zm00001eb202890	50	49
Zm00001eb212970	115	36
Zm00001eb241110	129	94
Zm00001eb004890	0	0
Zm00001eb019280	116	118
Zm00001eb055660	161	195
Zm00001eb140010	41	10
Zm00001eb193870	123	271
Zm00001eb221090	37	211
Zm00001eb276220	96	104
Zm00001eb279870	33	51
Zm00001eb330820	105	28
Zm00001eb434100	78	95
Zm00001eb195720	88	70
Zm00001eb251090	101	59
Zm00001eb369800	132	94
Zm00001eb107240	3	22
Zm00001eb202620	143	152
Zm00001eb233050	161	35
Zm00001eb366950	107	81
Zm00001eb390300	105	117
Zm00001eb090480	216	58
Zm00001eb127180	10	26
Zm00001eb206940	76	85
Zm00001eb373190	129	42
Zm00001eb025110	105	79
Zm00001eb047270	69	19
Zm00001eb164090	52	15
Zm00001eb165300	40	22
Zm00001eb260340	84	131
Zm00001eb342140	0	1
Zm00001eb392450	39	12
Zm00001eb139220	100	43
Zm00001eb296510	47	50
Zm00001eb114490	49	30
Zm00001eb118580	29	27
Zm00001eb183700	90	118
Zm00001eb265540	164	96
Zm00001eb360340	143	71
Zm00001eb041670	79	37
Zm00001eb118450	166	13
Zm00001eb187290	57	67
Zm00001eb187970	127	69
Zm00001eb335310	295	90
Zm00001eb378920	224	112
Zm00001eb434330	92	86
Zm00001eb159580	129	101
Zm00001eb316700	31	49
Zm00001eb020090	91	74
Zm00001eb061030	81	66
Zm00001eb066570	36	33
Zm00001eb098620	85	62
Zm00001eb350700	82	34
Zm00001eb398110	78	80
Zm00001eb049110	130	63
Zm00001eb081770	69	29
Zm00001eb182920	106	54
Zm00001eb183560	113	72
Zm00001eb271720	12	5
Zm00001eb407700	73	58
Zm00001eb413220	127	80
Zm00001eb065100	119	37
Zm00001eb080850	75	81
Zm00001eb134800	95	54
Zm00001eb225920	104	63
Zm00001eb372370	82	139
Zm00001eb105740	142	54
Zm00001eb111920	78	42
Zm00001eb131500	267	115
Zm00001eb214260	104	49
Zm00001eb218500	158	72
Zm00001eb232610	80	60
Zm00001eb312190	61	41
Zm00001eb066970	84	44
Zm00001eb146800	100	106
Zm00001eb188770	105	47
Zm00001eb335060	82	42
Zm00001eb172250	11	6
Zm00001eb290940	123	66
Zm00001eb305300	105	56
Zm00001eb328870	41	30
Zm00001eb405060	88	88
Zm00001eb100900	234	52
Zm00001eb386610	0	0
Zm00001eb414500	32	37
Zm00001eb028390	95	53
Zm00001eb072250	110	68
Zm00001eb079320	69	59
Zm00001eb215840	152	168
Zm00001eb010600	100	59
Zm00001eb062340	67	75
Zm00001eb063830	0	0
Zm00001eb148960	118	61
Zm00001eb215440	66	64
Zm00001eb221590	100	40
Zm00001eb029660	98	51
Zm00001eb170230	69	46
Zm00001eb300270	150	89
Zm00001eb022660	108	145
Zm00001eb043360	74	115
Zm00001eb110030	83	41
Zm00001eb145430	51	69
Zm00001eb166400	107	93
Zm00001eb266460	66	36
Zm00001eb286870	125	67
Zm00001eb070600	58	40
Zm00001eb232420	163	93
Zm00001eb434180	66	72
Zm00001eb058140	107	120
Zm00001eb155650	65	73
Zm00001eb158620	81	67
Zm00001eb164080	161	96
Zm00001eb403950	51	28
Zm00001eb075360	113	69
Zm00001eb134870	107	60
Zm00001eb217000	60	86
Zm00001eb245160	152	79
Zm00001eb371490	84	58
Zm00001eb395840	35	13
Zm00001eb413910	83	105
Zm00001eb116480	82	43
Zm00001eb157680	109	49
Zm00001eb227410	79	79
Zm00001eb309990	124	77
Zm00001eb433560	102	39
Zm00001eb005890	110	45
Zm00001eb075380	160	60
Zm00001eb120650	97	62
Zm00001eb121040	153	59
Zm00001eb152800	231	110
Zm00001eb169170	1	6
Zm00001eb227330	67	50
Zm00001eb104870	103	85
Zm00001eb242810	92	79
Zm00001eb245380	102	97
Zm00001eb333110	85	47
Zm00001eb069490	60	17
Zm00001eb147290	73	40
Zm00001eb197310	160	15
Zm00001eb321950	0	0
Zm00001eb328010	83	117
Zm00001eb329060	92	57
Zm00001eb006160	160	22
Zm00001eb009050	8	2
Zm00001eb092800	123	61
Zm00001eb106380	110	5
Zm00001eb121750	178	119
Zm00001eb164150	74	119
Zm00001eb344240	103	44
Zm00001eb393430	103	69
Zm00001eb064170	19	6
Zm00001eb153600	73	77
Zm00001eb210160	193	131
Zm00001eb213800	99	34
Zm00001eb332820	31	61
Zm00001eb020400	76	65
Zm00001eb093410	86	58
Zm00001eb173780	105	72
Zm00001eb387950	91	123
Zm00001eb002240	79	96
Zm00001eb186140	2	0
Zm00001eb367220	62	29
Zm00001eb403590	114	60
Zm00001eb428070	96	110
Zm00001eb094170	74	74
Zm00001eb146820	240	127
Zm00001eb192260	72	66
Zm00001eb195920	30	9
Zm00001eb269150	99	73
Zm00001eb362240	29	123
Zm00001eb388210	125	80
Zm00001eb124080	100	42
Zm00001eb214490	116	85
Zm00001eb255170	166	27
Zm00001eb266660	43	46
Zm00001eb144590	160	110
Zm00001eb237470	46	41
Zm00001eb282060	42	65
Zm00001eb339560	5	10
Zm00001eb417760	32	25
Zm00001eb005640	125	116
Zm00001eb011140	68	61
Zm00001eb011560	74	52
Zm00001eb182890	23	34
Zm00001eb183290	53	56
Zm00001eb248860	222	145
Zm00001eb000330	65	60
Zm00001eb087100	152	80
Zm00001eb140520	90	47
Zm00001eb176840	133	62
Zm00001eb190090	320	59
Zm00001eb192330	93	56
Zm00001eb226170	109	48
Zm00001eb258270	73	93
Zm00001eb307160	123	81
Zm00001eb318610	189	58
Zm00001eb041910	83	66
Zm00001eb067880	54	74
Zm00001eb074420	114	22
Zm00001eb088260	41	69
Zm00001eb092720	48	34
Zm00001eb104550	131	116
Zm00001eb152430	147	34
Zm00001eb183400	92	88
Zm00001eb234970	91	45
Zm00001eb263800	36	141
Zm00001eb000240	129	56
Zm00001eb016830	133	110
Zm00001eb066600	68	66
Zm00001eb247120	182	82
Zm00001eb328840	148	126
Zm00001eb031500	248	129
Zm00001eb080730	89	38
Zm00001eb103470	53	27
Zm00001eb242300	123	58
Zm00001eb331240	134	115
Zm00001eb353790	131	85
Zm00001eb406460	164	77
Zm00001eb066030	55	63
Zm00001eb219210	109	241
Zm00001eb227390	128	50
Zm00001eb253450	58	39
Zm00001eb359220	146	20
Zm00001eb371270	137	123
Zm00001eb101150	49	12
Zm00001eb123560	101	32
Zm00001eb191990	126	138
Zm00001eb264810	0	0
Zm00001eb355900	221	141
Zm00001eb375600	181	98
Zm00001eb085630	61	80
Zm00001eb181040	195	119
Zm00001eb244100	94	109
Zm00001eb347060	104	42
Zm00001eb353600	102	187
Zm00001eb005250	92	181
Zm00001eb145770	103	83
Zm00001eb313600	98	50
Zm00001eb344620	103	68
Zm00001eb426250	54	28
Zm00001eb244380	90	71
Zm00001eb280280	200	69
Zm00001eb378190	125	87
Zm00001eb386150	100	65
Zm00001eb176380	25	9
Zm00001eb215640	109	46
Zm00001eb371590	14	15
Zm00001eb072710	116	69
Zm00001eb095940	61	82
Zm00001eb107100	144	13
Zm00001eb181850	123	36
Zm00001eb209030	91	52
Zm00001eb281330	103	155
Zm00001eb311250	129	63
Zm00001eb313570	157	79
Zm00001eb353240	68	61
Zm00001eb420280	71	87
Zm00001eb076020	16	12
Zm00001eb210560	159	71
Zm00001eb211760	58	38
Zm00001eb242680	96	75
Zm00001eb364540	242	142
Zm00001eb387960	117	92
Zm00001eb410280	212	130
Zm00001eb005970	151	52
Zm00001eb071880	16	8
Zm00001eb302320	43	33
Zm00001eb311960	63	71
Zm00001eb041980	79	66
Zm00001eb353550	100	48
Zm00001eb387640	137	52
Zm00001eb401580	101	49
Zm00001eb109430	76	89
Zm00001eb119080	84	74
Zm00001eb290880	195	120
Zm00001eb298620	156	104
Zm00001eb314280	167	72
Zm00001eb338940	41	107
Zm00001eb369060	25	71
Zm00001eb369720	100	55
Zm00001eb376860	97	29
Zm00001eb071640	138	34
Zm00001eb164630	101	59
Zm00001eb208130	169	155
Zm00001eb296300	185	116
Zm00001eb349130	103	23
Zm00001eb360110	100	52
Zm00001eb360380	20	15
Zm00001eb412560	94	27
Zm00001eb074730	73	53
Zm00001eb078760	128	70
Zm00001eb274640	126	61
Zm00001eb312930	119	68
Zm00001eb356070	103	72
Zm00001eb360400	87	105
Zm00001eb369530	94	76
Zm00001eb388830	94	101
Zm00001eb074910	95	92
Zm00001eb114250	89	96
Zm00001eb123910	26	53
Zm00001eb238720	0	0
Zm00001eb291920	69	45
Zm00001eb310530	74	34
Zm00001eb350940	211	95
Zm00001eb388620	102	30
Zm00001eb415640	127	49
Zm00001eb425310	69	48
Zm00001eb119020	91	47
Zm00001eb166250	114	44
Zm00001eb298810	24	36
Zm00001eb354800	226	146
Zm00001eb209090	65	34
Zm00001eb258990	117	66
Zm00001eb333710	0	0
Zm00001eb423140	66	39
Zm00001eb005780	77	48
Zm00001eb180180	124	72
Zm00001eb233080	75	156
Zm00001eb344090	74	38
Zm00001eb376700	64	70
Zm00001eb000640	71	51
Zm00001eb136790	88	73
Zm00001eb265100	128	61
Zm00001eb338860	95	30
Zm00001eb058530	69	89
Zm00001eb107020	97	71
Zm00001eb191190	66	45
Zm00001eb253560	130	47
Zm00001eb291410	146	40
Zm00001eb373390	85	78
Zm00001eb411200	63	40
Zm00001eb014560	69	23
Zm00001eb059460	220	59
Zm00001eb085590	68	22
Zm00001eb149820	44	45
Zm00001eb212890	78	60
Zm00001eb243580	91	85
Zm00001eb260820	165	62
Zm00001eb305770	0	0
Zm00001eb315050	76	17
Zm00001eb331250	78	142
Zm00001eb336020	28	15
Zm00001eb004510	106	57
Zm00001eb055930	91	60
Zm00001eb066910	96	69
Zm00001eb141830	153	55
Zm00001eb290700	45	27
Zm00001eb326940	84	49
Zm00001eb363070	115	54
Zm00001eb377400	102	21
Zm00001eb377810	60	25
Zm00001eb053370	72	54
Zm00001eb067190	58	64
Zm00001eb083830	147	92
Zm00001eb245670	35	23
Zm00001eb323160	128	49
Zm00001eb338150	76	44
Zm00001eb063930	57	78
Zm00001eb327360	72	56
Zm00001eb000580	18	13
Zm00001eb035510	146	104
Zm00001eb159500	146	140
Zm00001eb202150	53	59
Zm00001eb256490	100	91
Zm00001eb272190	115	111
Zm00001eb293830	61	18
Zm00001eb299250	88	16
Zm00001eb309530	140	105
Zm00001eb046720	0	0
Zm00001eb146780	157	50
Zm00001eb160780	92	61
Zm00001eb273170	0	0
Zm00001eb400190	5	6
Zm00001eb428560	74	88
Zm00001eb431560	104	43
Zm00001eb034120	113	108
Zm00001eb424590	97	73
Zm00001eb074830	47	41
Zm00001eb077640	105	64
Zm00001eb187130	0	205
Zm00001eb285330	90	101
Zm00001eb428870	107	20
Zm00001eb053810	87	38
Zm00001eb248270	58	46
Zm00001eb350770	5	7
Zm00001eb096360	160	73
Zm00001eb098700	94	39
Zm00001eb099340	32	38
Zm00001eb159090	136	44
Zm00001eb174320	107	93
Zm00001eb224780	57	54
Zm00001eb242480	16	103
Zm00001eb364410	106	59
Zm00001eb381920	0	0
Zm00001eb020080	40	56
Zm00001eb206210	135	82
Zm00001eb209120	77	44
Zm00001eb050400	109	51
Zm00001eb103880	49	28
Zm00001eb283460	6	3
Zm00001eb290050	51	48
Zm00001eb354460	190	146
Zm00001eb016880	45	98
Zm00001eb073410	77	36
Zm00001eb021590	120	94
Zm00001eb050230	137	84
Zm00001eb109860	143	86
Zm00001eb161610	10	168
Zm00001eb293170	93	42
Zm00001eb371160	105	20
Zm00001eb385230	72	32
Zm00001eb386620	0	0
Zm00001eb427990	123	69
Zm00001eb007740	140	16
Zm00001eb032940	95	52
Zm00001eb047570	185	78
Zm00001eb082590	102	99
Zm00001eb363260	129	197
Zm00001eb415590	60	31
Zm00001eb107950	0	0
Zm00001eb157430	51	30
Zm00001eb214470	193	128
Zm00001eb266000	227	81
Zm00001eb334490	163	65
Zm00001eb359260	102	39
Zm00001eb400670	58	51
Zm00001eb403200	92	71
Zm00001eb425550	51	29
Zm00001eb013060	67	79
Zm00001eb085430	95	45
Zm00001eb120430	79	100
Zm00001eb152200	29	32
Zm00001eb182480	50	18
Zm00001eb217780	71	42
Zm00001eb335990	88	47
Zm00001eb423090	132	105
Zm00001eb145040	0	0
Zm00001eb158610	58	30
Zm00001eb186550	60	24
Zm00001eb401560	103	54
Zm00001eb141720	44	55
Zm00001eb232390	54	36
Zm00001eb277690	49	13
Zm00001eb315150	116	77
Zm00001eb346630	56	41
Zm00001eb383210	107	86
Zm00001eb423590	27	17
Zm00001eb096320	87	94
Zm00001eb097980	201	122
Zm00001eb115410	237	98
Zm00001eb204130	44	53
Zm00001eb231420	71	49
Zm00001eb259720	0	0
Zm00001eb304020	41	29
Zm00001eb022160	104	42
Zm00001eb106470	69	31
Zm00001eb123110	47	4
Zm00001eb183740	111	61
Zm00001eb353330	66	27
Zm00001eb404120	128	51
Zm00001eb417160	146	88
Zm00001eb040520	38	14
Zm00001eb051380	154	144
